Road,Plant,Fence,Tree,Understory planting,Ground,Sidewalk,Furniture,Wall,Y
0.489019556,0.491884038,0.662685947,0.601723483,0.425962322,0.713374455,0.730305258,0.579121947,0.45373921,4.530846
0.528999315,0.503346476,0.634923472,0.623768942,0.434504182,0.718027266,0.733266622,0.603733266,0.462847086,5.38517
4.53E-01,0.498205529,0.656755755,0.544334051,0.444947709,0.727682686,0.728446818,0.575615246,0.473329403,-16.858953
0.524169961,0.498565957,0.638764251,0.558340732,0.435435314,7.18E-01,0.703072283,0.574572935,0.506049559,-2.57964
0.417630442,0.533213903,0.738692472,0.610969432,0.48600429,0.718111622,0.750556471,0.577084375,0.498648077,10.011455
0.398892733,0.520257327,0.738015393,0.593245154,0.395876206,0.717580489,0.760917217,0.584831934,0.508428316,6.605877
0.393098227,0.531306621,0.77337339,0.585872072,0.444218344,0.659453277,0.790416743,0.607712673,0.440362606,10.705373
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,0.953672
0.49478675,0.506316865,0.682243727,0.57156705,0.468339725,0.693893749,0.733705449,0.574561095,0.459250761,3.320589
0.519959477,0.504430878,0.643640307,0.537465282,0.448451166,0.70998492,0.73322859,0.575432321,0.455713088,-0.660251
0.503815252,0.504703467,0.63536978,0.564744997,0.472346766,0.714542861,0.730733849,0.574561095,0.481217483,-1.894475
0.558495891,0.533679867,0.66242121,0.578982601,0.474875654,0.723909078,0.741243794,0.574561095,0.47217717,3.230888
0.500883732,0.539675157,0.652775033,0.575410459,0.484008005,0.721004185,0.741469061,0.574561095,0.479376585,6.499865
0.483645018,0.51742153,0.629895596,0.594233081,0.458608191,0.717727525,0.736301852,0.574561095,0.527384075,1.433956
0.483007597,0.585942326,0.625928737,0.618364279,0.539824879,0.716927092,0.735814753,0.57482148,0.46546881,0.960333
0.497238013,0.491970926,0.676213049,0.541056535,0.405046189,0.768323679,0.734082842,0.574561095,0.458371914,-4.533851
0.52164501,0.437830143,0.77901736,0.577250412,0.374047323,0.649245848,0.719901363,0.596773054,0.454901845,-0.03927
0.50430839,0.503189739,0.693605829,0.658540121,0.445549847,0.712623338,0.76632066,0.574561095,0.458943945,-10.13615
0.5480225,0.50158571,0.65263712,0.700516631,0.415125064,0.720878999,0.766194863,0.593918069,0.463373161,1.072022
0.500482317,0.511903272,0.663226502,0.71611323,0.414311695,0.712295197,0.771226764,0.59693297,0.46383079,7.70044
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,1.416418
0.577957077,0.502083191,0.659005999,0.647698414,0.44942567,0.7112681,0.78042754,0.574561095,0.483059124,3.333165
0.534719102,0.512479218,0.651183856,0.675514295,0.443809359,0.71217665,0.763158899,0.591323715,0.479012565,-7.708739
0.451687903,0.511756754,0.67567942,0.865121271,0.487989,0.681307822,0.806034657,0.596512308,0.56361442,10.603005
0.498278395,0.492796363,0.671785328,0.581679889,0.408812983,0.727746227,0.734541419,0.576959931,0.522033733,-8.965129
0.442246133,0.524552334,0.644995858,0.711447523,0.476159876,0.714497339,0.805258659,0.59896463,0.545284181,-11.574705
0.48300399,0.478580006,0.674454159,0.564270941,4.08E-01,0.717504656,0.744875834,0.574561095,0.566397313,-4.218363
0.567562009,0.495294827,0.691476864,0.549594319,0.387266804,0.708259834,0.714971123,0.574561095,0.460158582,8.037271
0.60790866,0.490366047,0.675253907,0.522293901,4.05E-01,0.711868426,0.730968621,0.574916463,0.440881147,-10.775261
0.392020744,0.607222292,0.648721496,6.26E-01,0.57580143,0.717604251,0.765306236,0.639775743,0.466090614,4.456687
0.442750093,0.514077182,0.643401213,0.727571264,0.467227245,0.709746895,0.75660792,0.586395621,0.543522027,-6.041775
0.462186545,0.496851969,0.691575967,0.727775643,0.445546913,0.710513186,0.752458061,0.593941765,0.55412094,2.542917
0.427937908,0.498223475,0.709567519,0.655293925,0.435769109,0.664765163,0.743241929,0.602068389,0.564244395,1.39736
0.457426241,0.4962736,0.710388058,0.609298822,0.432766479,0.661380499,0.74108143,0.590962401,0.527992508,5.9075
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,4.476536
0.527687886,0.498208991,0.665800387,0.558003106,0.437180689,0.717601338,0.740274716,0.574561095,0.491819365,5.726293
0.453647058,0.497658702,0.637369151,0.623921298,0.43596208,0.711109721,0.766219729,0.574561095,0.565902542,-6.918856
0.361203978,0.495933711,0.704562511,0.560252349,0.437914944,0.715847834,0.744412869,0.574561095,0.501281646,-7.284258
0.524589927,0.502383039,0.677507615,0.559870131,0.443055691,0.726880357,0.742811144,0.576604595,0.458301338,-11.198577
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,6.819604
0.609524114,0.49683667,0.68216126,0.570174079,0.4373698,0.713040622,0.753667766,0.579749803,0.453315757,-4.991252
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,-1.574854
0.417051248,0.614104307,0.584169984,0.58897175,0.57566147,0.722739722,0.831667339,0.574561095,0.521845779,15.878229
0.438385021,0.651976581,0.548268657,0.571427965,0.61916202,0.719035275,0.790349455,0.574561095,0.576320932,12.972254
0.546549269,0.514943511,0.654777175,0.62602084,0.489025254,0.745279903,0.706816954,0.574561095,0.477820959,3.344869
0.38289279,0.483164542,0.710919606,0.611004999,0.417686761,0.722403996,0.714079569,0.574561095,0.477416824,-2.568007
0.46404058,0.435469677,0.735611988,0.556298522,0.372812306,0.715335709,0.748841382,0.575047475,0.518285115,-14.899132
0.542888605,0.46759535,0.556635515,0.566707578,0.5343445,0.714985755,0.755647616,0.574561095,0.462028453,-3.58684
0.419326796,0.436220154,0.559397209,0.68104955,0.397219283,0.721700296,0.754045159,0.574561095,0.572676277,-9.189109
0.473613751,0.521746354,0.606090278,0.63457402,0.505918904,0.692451264,0.754954996,0.574430738,0.441939775,-1.464028
0.501227951,4.66E-01,0.687907107,0.67208867,0.41027086,0.709237615,0.73981614,0.574561095,0.461349499,1.966579
0.444019782,0.530145557,0.611194389,0.820973552,0.488670243,0.671618166,0.796626167,0.574561095,0.451022435,6.668762
0.359819893,0.463316525,0.657594312,0.58066011,0.395153528,0.710618439,7.39E-01,0.636867109,0.463915413,-3.132642
0.47258522,0.494213836,0.688442121,0.63267408,0.432072748,0.717855557,0.730564901,0.574561095,0.461729154,10.615671
0.574234578,0.439845611,0.719197066,0.674533271,0.365776585,0.717614681,0.738335825,0.574561095,0.459645241,-8.682463
0.544009889,0.443903805,0.68362215,0.600937813,0.3594838,0.710386062,0.726655669,0.574561095,0.462345671,2.824487
0.519570944,0.469195966,0.705109305,0.589276994,0.404397805,0.715753945,0.739468001,0.574561095,0.461907362,1.641664
0.675104295,0.493141363,0.681107173,0.494211529,0.457008463,0.71358784,0.711827646,0.576586827,0.456971554,15.306639
0.545973168,0.471005289,0.695079887,0.653086621,0.402145836,0.700729685,0.738732233,0.574561095,0.461485396,10.348639
0.427116011,0.486118741,0.759849755,0.633592463,0.430967986,0.697225415,0.750549889,0.574525558,4.62E-01,-4.112219
0.473549853,0.491312449,0.732080347,0.603126009,0.426571145,0.70284268,0.804615776,0.574561095,0.482495267,-1.116252
0.308338211,0.433621173,0.66220776,0.569710641,0.458051473,0.717937067,0.734848597,0.574561095,0.493383909,1.111463
0.506395855,0.473771234,0.664313162,0.527099224,0.416425692,0.729215271,0.741044128,0.614116152,0.46679488,-16.242755
0.514183523,0.535407408,0.669063831,0.578598261,0.461965891,0.716806647,0.720506946,0.574561095,0.454767378,-10.851472
0.569478396,0.540237375,0.695875478,0.574660888,0.44727597,0.72326323,0.710337093,0.574561095,0.394770273,-4.670451
0.571135073,4.98E-01,0.678152818,0.534877882,0.209418911,0.741303343,0.744269519,0.574638064,0.479917416,5.930728
0.513746037,0.464128336,0.686070598,0.584431855,0.388841448,0.712312269,0.716780561,0.574561095,0.41386124,-4.382728
0.433712315,0.462832678,0.691005008,0.59079206,0.377851747,0.722299674,0.741691399,0.574561095,0.457737481,-5.204636
0.534034789,0.512961266,0.686209202,0.527711834,0.450981014,0.718078426,0.725091973,0.574561095,0.455754689,-0.530838
0.700038441,0.393701959,0.715034078,0.612056629,0.28937935,0.689500847,0.747581211,0.574561095,0.458721819,-14.282173
0.485218217,0.49566449,0.76750557,0.555906216,0.42755911,0.675920895,0.736102186,0.608803049,0.452231795,-1.169509
0.339879483,0.569859471,0.662322111,0.540559652,0.528396167,0.731381329,0.723566314,0.572014593,0.520095512,-8.024878
0.573430202,0.471623728,0.679495179,0.643577366,0.404379473,0.718344067,0.715279035,0.574561095,0.418979801,-7.754367
0.56385497,0.345462769,0.673008593,0.599640928,0.263729643,0.720222717,0.729222816,0.573802866,0.45854501,5.753275
0.416426709,0.585476365,0.655113292,0.561017846,0.552624645,0.696257116,0.73794161,0.574561095,0.516837167,-4.196308
0.540716117,0.554596946,0.646332005,7.02E-01,0.507563981,0.716490835,0.737921862,0.574561095,0.469728583,5.476472
0.508198875,0.524548074,0.667365924,5.46E-01,0.466840337,7.20E-01,0.72655108,0.574561095,0.443060807,1.786443
0.461902101,5.45E-01,0.649017463,0.586678976,0.488579491,7.18E-01,0.747006346,0.574561095,0.509548604,7.676732
0.474438223,0.499389628,0.663562619,0.574720345,0.435595308,0.722047405,0.737014218,0.574561095,0.458458092,2.150239
0.556137897,0.498174935,0.670453338,0.576354324,0.434024721,0.713519559,0.742540533,0.574561095,0.458716674,9.743117
0.471004292,0.498356543,0.642401184,0.568395706,0.436915559,0.721371183,0.73404481,0.574561095,0.470080714,6.809996
0.548408456,0.490006568,0.690363179,0.571058488,0.435160284,0.724264722,0.751556269,0.574371128,0.421302096,2.442062
0.454154625,0.470763367,0.708150288,0.502709498,0.402191186,0.7192128,0.761135167,0.574561095,0.438737889,4.59564
0.441813801,0.478316685,0.702345611,0.630521452,0.397133412,0.72318072,0.718133613,0.574561095,0.488680627,8.077234
0.474644342,0.491919816,0.682190365,0.56902424,0.4300398,0.709107688,0.754808722,0.574561095,0.473794457,5.174479
0.403806594,0.489379608,0.671629398,0.562529729,0.432847527,0.719790254,0.756152267,0.574561095,0.482107473,3.778102
0.503818344,0.495702863,6.65E-01,5.53E-01,0.439101715,0.718663578,0.747036334,0.574561095,0.468226444,2.528882
0.407072025,0.49640308,0.664378307,0.576187635,0.436345128,0.716590419,0.754424745,0.574561095,0.46333224,13.476535
0.467517284,0.478956421,0.611440414,0.554713911,0.400245071,0.726650848,0.731457184,0.574561095,0.47010523,2.232889
0.418295174,0.496884374,0.696578894,0.615069777,0.438416672,0.717262819,0.733146674,0.574561095,0.451829962,5.368814
0.477884524,0.497306889,0.660782908,0.558325867,0.434004388,0.720165816,0.74801931,0.574561095,0.488797263,1.189822
0.471106834,0.49399917,0.653081349,0.559765553,0.429863229,0.725030064,0.753385453,0.574561095,0.477915308,4.325799
0.474485631,0.489902643,0.643238354,0.570825441,0.423450803,0.720258755,0.727068165,0.574561095,0.453626289,1.481084
0.454216976,0.486916922,6.53E-01,0.564318719,0.417328797,0.723334359,0.725350884,0.574561095,0.454442733,-0.400256
0.51309831,0.496358784,0.672974554,0.597820088,0.438192823,0.71766588,0.745961936,0.574561095,0.466644816,3.07668
0.457301023,0.471392027,0.658543751,0.618433291,0.407824007,0.717643121,0.707338429,0.574543245,0.452648636,4.16652
0.446749822,0.495423458,0.67857279,0.572036858,0.420413441,0.728944981,0.727237114,0.574561095,4.62E-01,0.114351
0.337424611,0.494864646,0.657980325,0.576483854,0.412394527,0.729212426,0.719379158,0.574561095,0.435881451,4.363887
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,2.196886
0.461649606,4.95E-01,0.66665627,0.595404683,0.446858189,0.720730104,0.725296762,0.574561095,0.452081805,8.290102
0.623836977,0.498837655,0.672563562,0.565306114,0.436712643,0.71799685,0.741314739,0.57447823,0.462641345,-7.024914
0.508591531,0.497786478,0.660684465,0.705644185,0.468099475,0.614304626,0.662441138,0.577742102,0.503849842,7.202444
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,3.381842
0.533152602,0.528318344,6.65E-01,0.700727383,0.45489929,0.701817478,0.830925749,0.575336191,0.498442295,2.333013
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,4.163189
0.483209593,0.485714115,0.657788358,0.588329943,0.394649874,0.718662645,0.720607144,0.574377024,0.48413484,2.186481
0.435240168,0.516570536,0.658324062,0.561842267,0.435823139,0.718287115,0.743432819,0.574810017,0.46663293,-2.326204
0.452600492,0.464420517,0.663566777,0.556872909,0.368092233,0.715447617,0.785754189,0.574561095,0.493444082,8.843726
0.486353929,0.454211143,0.667322956,0.571498038,3.69E-01,0.720557497,0.719394516,0.574578945,0.534792244,-0.351136
0.487532927,0.49490809,0.66088967,0.591382376,0.4240548,0.718432174,0.743130758,0.580774526,0.457949948,0.204702
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,0.23893
0.43606258,0.547985768,0.669787252,0.747587253,0.478798753,0.709145674,0.717971979,0.575799153,0.467955287,1.743962
0.437246732,0.581982091,0.653341925,0.6717107,0.567035721,0.683068828,0.71059527,0.578926495,0.437365015,3.273922
0.411014039,0.502906073,0.65714104,0.585856147,0.439663264,0.715461842,0.728351008,0.647250454,0.458774565,-1.733097
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,2.828853
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,0.897347
0.309691378,0.532516241,0.67765661,0.807962229,0.481300621,0.715336656,0.762483104,0.623871641,0.431190055,8.078471
0.41374511,0.592216171,0.702539578,0.816462855,0.557782761,0.690747968,0.764103113,0.617498278,0.45003884,2.744745
0.380677531,0.473156201,0.672377862,0.852163563,0.420913232,0.713906497,0.774049895,0.637323192,0.396380131,14.177718
0.491885117,0.508257369,0.657201365,0.567614815,0.455408733,0.714250856,0.737913818,0.611148776,0.46003749,10.931381
0.425441815,0.51822823,0.665091425,0.61999295,0.459532526,0.710901076,0.728688177,0.618706581,0.470956591,4.295594
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,0.987289
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,3.324384
0.333451164,0.502763816,0.64745609,0.957746383,0.633628095,0.719762864,0.753047555,0.602417846,0.478786726,0.192339
0.569018752,0.488817393,0.789348245,0.554800972,4.35E-01,0.719380553,0.736693873,0.581088445,0.461775779,-0.746463
0.340773006,0.528155644,0.656886044,1,0.579765059,0.710058912,0.774418512,0.637566055,0.49783896,5.755796
0.35186836,0.522380127,0.666759529,0.952498323,0.583411244,0.712396674,0.757124273,0.63392921,0.495324354,-6.02174
0.517747311,0.493683107,0.655595635,0.668273396,0.451212546,0.69919141,0.740067734,0.610976856,0.462993476,1.661905
0.30358512,0.543486316,0.709105275,0.939701998,5.52E-01,0.715131805,0.761321671,0.648654258,0.465082503,-8.032858
0.323943438,0.595516225,0.681018463,0.914971992,5.56E-01,0.720846753,0.764299853,0.642867482,0.479176747,-9.304514
0.407377597,0.492849178,0.667953609,0.598505424,4.30E-01,0.732725231,0.736670469,0.577617379,4.62E-01,2.675245
0.485567587,0.497491741,0.668686825,0.584273661,0.439406612,0.703164179,0.737574457,0.577327074,0.462021802,-1.153491
0.55519748,0.497696183,0.675950396,0.54022415,0.435161247,0.704084111,0.724609992,0.581888074,0.461484654,-7.040113
0.390253793,0.499395615,0.674054309,0.595146687,0.441482979,0.730566715,0.738737351,0.574868972,0.461862045,-5.54343
0.498243356,0.502063596,0.717371695,0.537719033,0.439241621,0.68656466,7.39E-01,0.587704654,0.461862045,-4.616502
0.596175884,0.472593983,0.720933776,0.526251444,0.38830499,0.714336113,0.733742019,0.574561095,0.46040447,-3.54159
0.482497454,0.501280749,0.681835538,0.591817148,0.427769493,0.688843619,0.737477183,0.577925092,0.463460017,-2.975911
0.480653725,0.478826088,0.668833056,0.626015531,0.408926867,0.710822361,0.742045388,0.584843512,0.461862045,-6.556864
0.546555967,0.492197515,0.683886884,0.623912804,0.430934219,0.712436506,0.74585808,0.576367415,0.461717181,2.010565
0.532325036,0.492814251,0.727588177,0.639429776,0.414368619,0.71113248,0.737763885,0.575946541,0.462304811,-2.617868
0.463908665,0.488696428,0.694501905,0.612127233,0.421294348,0.721789445,0.733856115,0.578867245,0.462310004,-1.410374
0.402652846,0.488445985,0.716573281,0.639360764,0.415520655,0.71924968,0.728743029,0.578073675,0.462752035,-4.409991
0.422108364,0.500841196,0.708109401,0.672049387,0.417357741,0.69590432,0.745934142,0.579122488,0.464799461,-2.388464
0.599311462,0.486608553,0.672892085,0.640831238,0.42004881,0.719719128,0.754945488,0.574561095,0.457579987,-3.009631
0.514438595,0.492963327,0.651842224,0.61625412,4.18E-01,0.717107284,0.75488771,0.580170792,0.463589281,-2.776266
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,0.738202
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,6.391419
0.633459098,0.570732616,0.62838689,0.563496421,0.525859567,0.713767131,0.734424397,0.57371481,0.48777578,9.314581
0.56183398,0.570871463,0.637675507,0.624438885,0.545214557,0.722098615,0.790718071,0.572250299,0.476646438,-2.578275
0.571183511,0.539089939,0.622582823,0.631466909,0.457164771,0.724942812,0.708275327,0.63875066,0.408045842,6.021806
0.525277331,0.509971284,0.663291649,0.589616743,0.441194488,0.714150233,0.732927259,0.625002958,0.461482426,5.065752
0.796003055,0.605780969,0.141369621,0.64839541,0.57258364,0.718560205,0.750758332,0.619364094,0.449663676,7.605523
0.418124611,0.560641646,0.662725447,0.592609188,4.99E-01,0.714778078,0.765015875,0.57812685,0.473874691,3.853205
0.492205631,0.486021632,0.712781062,0.589538175,0.394950911,0.718233014,0.712101915,0.574780539,0.512020222,-5.965579
0.445325028,0.506174607,0.64701535,0.608405919,4.37E-01,0.717256179,0.751649886,0.576877066,0.491484319,-0.771515
0.496021914,0.465987063,0.745031549,0.577880011,0.35511976,0.717099699,0.740587747,0.574561095,0.515791912,-0.117025
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,3.073232
0.543126156,0.250009157,0.67045057,0.539200126,0.168736759,0.690576311,0.758613366,0.574733047,0.50851672,-6.891074
0.586646001,0.044377772,0.689656295,0.545272075,0.017840167,0.749608434,0.734478519,0.5897832,0.507590328,15.808712
0.60151023,0,0.678407211,0.638630834,0.144675203,0.723181667,0.715206627,0.579697513,0.515225824,1.092136
0.390855659,0.418131203,0.658678839,0.534866733,0.345540677,0.912241519,0.724846961,0.574584841,0.563698368,0.252038
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,1.365379
0.466235742,0.502197337,0.66704778,0.579673246,0.447743926,0.732774539,0.73009901,0.581426062,0.484697958,5.464094
0.508356556,0.498223475,0.664842631,0.55387781,0.436613356,0.718150504,0.739146194,0.574561095,0.461862045,0.055457
0.608066856,0.206481526,0.672065309,0.620655461,0.224544948,0.715250305,0.769178897,0.569757396,0.485974996,-8.165743
